code,level,termEn,termJa,obsolete
8523/3,Related,Infiltrating duct and colloid carcinoma,浸潤性導管・膠様癌（Ｃ50._） ※1,
8523/3,Related,Infiltrating duct and cribriform carcinoma,浸潤性導管・篩状癌（Ｃ50._） ※1,
8523/3,Related,Infiltrating duct and mucinous carcinoma,浸潤性導管・粘液癌（Ｃ50._） ※1,
8523/3,Related,Infiltrating duct and tubular carcinoma,浸潤性導管・管状癌（Ｃ50._） ※1,
8524/3,Preferred,Infiltrating lobular mixed with other types of carcinoma,他の型の癌を伴う浸潤性小葉癌※1,
8525/3,Preferred,Polymorphous adenocarcinoma,,
8525/3,Synonym,Polymorphous carcinoma,,
8525/3,Synonym,Terminal duct adenocarcinoma,終末導管腺癌 ※1,
8530/3,Preferred,Inflammatory carcinoma,炎症性癌（Ｃ50._）,
8530/3,Synonym,Inflammatory adenocarcinoma,炎症性腺癌（Ｃ50._）,
8540/3,Preferred,"Paget disease, mammary",Paget病，乳房（Ｃ50._）,
8540/3,Synonym,Paget disease of breast,乳房Paget病（Ｃ50._）,
8540/3,Synonym,Paget disease of nipple,乳頭部パジェット病,
8541/3,Preferred,Paget disease and infiltrating duct carcinoma of breast,乳房Paget病及び浸潤性乳管癌（Ｃ50._）,
8542/3,Preferred,"Paget disease, extramammary",Paget病，乳房外（骨Paget病を除く）,
8543/3,Preferred,Paget disease and intraductal carcinoma of breast,乳房Paget病及び乳管内癌（Ｃ50._）,
855,2,Acinar cell neoplasms,腺房細胞性新生物,
8550/0,Preferred,Acinar cell adenoma,腺房細胞腺腫,
8550/0,Synonym,Acinar adenoma,腺房腺腫,
8550/0,Synonym,Acinic cell adenoma,,
8550/1,Preferred,Acinar cell tumor,,1
8550/1,Synonym,Acinic cell tumor,,1
8550/3,Preferred,Acinar cell carcinoma,腺房細胞癌,
8550/3,Synonym,"Acinar adenocarcinoma, NOS",,
8550/3,Synonym,Acinar carcinoma,腺房癌,
8550/3,Synonym,Acinic cell adenocarcinoma,腺房細胞腺癌,
8551/3,Preferred,Acinar cell cystadenocarcinoma,腺房細胞のう胞腺癌 ※1,1
8551/3,Related,Acinar adenocarcinoma of lung,,
8552/3,Preferred,Mixed acinar-ductal carcinoma,混合型腺房腺管癌 ★,
856-857,2,Complex epithelial neoplasms,複合上皮性新生物,
8560/0,Preferred,Mixed squamous cell and glandular papilloma,扁平上皮・腺混合乳頭腫 ※2,
8560/0,Synonym,Tubulosquamous polyp,,
8560/3,Preferred,Adenosquamous carcinoma,腺扁平上皮癌,
8560/3,Synonym,Mixed adenocarcinoma and epidermoid carcinoma,腺癌・類表皮癌混合癌,
8560/3,Synonym,Mixed adenocarcinoma and squamous cell carcinoma,腺癌・扁平上皮癌混合癌,
8560/3,Related,Squamoid eccrine ductal carcinoma,,
8561/0,Preferred,Adenolymphoma,腺リンパ腫（Ｃ07._，Ｃ08._）,
8561/0,Synonym,Papillary cystadenoma lymphomatosum,リンパ腫様乳頭状のう胞腺腫（Ｃ07._，,
8561/0,Synonym,Warthin tumor,Warthin腫瘍（Ｃ07._，Ｃ08._）,
8562/3,Preferred,Epithelial-myoepithelial carcinoma,上皮－筋上皮性癌,
8563/0,Preferred,Lymphadenoma,,
8570/3,Preferred,Adenocarcinoma with squamous metaplasia,扁平上皮化生を伴う腺癌,
8570/3,Synonym,Adenoacanthoma,腺棘細胞癌,
8570/3,Related,Endometrioid carcinoma with squamous differentiation,扁平上皮への分化を伴う類内膜癌,
8571/3,Preferred,Adenocarcinoma with cartilaginous and osseous metaplasia,軟骨化生・骨化生を伴う腺癌,
8571/3,Synonym,Adenocarcinoma with cartilaginous metaplasia,,
8571/3,Synonym,Adenocarcinoma with chondroid differentiation,軟骨への分化を伴う腺癌,
8571/3,Synonym,Adenocarcinoma with osseous metaplasia,骨化生を伴う腺癌,
8572/3,Preferred,Adenocarcinoma with spindle cell metaplasia,紡錘細胞化生を伴う腺癌,
8572/3,Synonym,"Acinar adenocarcinoma, sarcomatoid variant",腺房型腺癌，肉腫様型,
8572/3,Related,Fibromatosis-like metaplastic carcinoma,線維腫症性様化生癌,
8573/3,Preferred,Adenocarcinoma with apocrine metaplasia,アポクリン化生を伴う腺癌,
8573/3,Synonym,Carcinoma with apocrine metaplasia,アポクリン化生を伴う癌腫,
8574/3,Preferred,Adenocarcinoma with neuroendocrine differentiation,神経内分泌への分化を伴う腺癌 ※1,
8574/3,Synonym,Carcinoma with neuroendocrine differentiation,神経内分泌への分化を伴う癌腫,
8574/3,Synonym,Adenocarcinoma admixed with neuroendocrine carcinoma,神経内分泌癌を伴う腺癌,
8575/3,Preferred,"Metaplastic carcinoma, NOS",化生癌，ＮＯＳ ※1,
8576/3,Preferred,Hepatoid adenocarcinoma,肝様腺癌 ※1,
8576/3,Synonym,Hepatoid carcinoma,肝様癌 ※1,
858,2,Thymic epithelial neoplasms,胸腺上皮性新生物,
8580/0,Preferred,Microscopic thymoma,顕微鏡的胸腺腫,
8580/0,Related,"Thymoma, benign",胸腺腫，良性（Ｃ37.9）,
8580/1,Preferred,Micronodular thymoma with lymphoid stroma,リンパ性間質を伴う小結節性胸腺腫,
8580/3,Preferred,"Thymoma, NOS",胸腺腫，NOS,
8580/3,Related,Intrapulmonary thymoma,肺内胸腺腫,
8580/3,Related,Sclerosing thymoma,硬化性胸腺腫,
8580/3,Related,Metaplastic thymoma,化生性胸腺腫,
8581/3,Preferred,"Thymoma, type A",胸腺腫，A型,
8581/3,Synonym,"Thymoma, medullary",胸腺腫，髄様型／胸腺腫，髄様,1
8581/3,Synonym,"Thymoma, spindle cell",胸腺腫，紡錘形細胞型／胸腺腫，紡錘形細胞,1
8582/3,Preferred,"Thymoma, type AB",胸腺腫，AB型,
8582/3,Synonym,"Thymoma, mixed type",胸腺腫，混合型,
8583/3,Preferred,"Thymoma, type B1",胸腺腫，B1型,
8583/3,Synonym,"Thymoma, lymphocyte-rich",胸腺腫，高リンパ球性，悪性（Ｃ37.9）,1
8583/3,Synonym,"Thymoma, lymphocytic",胸腺腫，リンパ球性,1
8583/3,Synonym,"Thymoma, organoid",胸腺腫，類器官型／胸腺腫，器官様,1
8583/3,Synonym,"Thymoma, predominantly cortical",胸腺腫，皮質優位型，悪性（Ｃ37.9）,1
8584/3,Preferred,"Thymoma, type B2",胸腺腫，B2型,
8584/3,Synonym,"Thymoma, cortical",胸腺腫，皮質型,1
8585/3,Preferred,"Thymoma, type B3",胸腺腫，B3型,
8585/3,Synonym,"Thymoma, atypical",胸腺腫，異型型／胸腺腫，非定型的,1
8585/3,Synonym,"Thymoma, epithelial",胸腺腫，上皮性／胸腺腫，上皮型,1
8585/3,Synonym,Well differentiated thymic carcinoma,高分化型胸腺癌（Ｃ37.9） ※1,1
8586/3,Preferred,"Thymic carcinoma, NOS",胸腺癌，ＮＯＳ（Ｃ37.9） ※3,
8586/3,Synonym,"Thymoma, type C",胸腺腫，Ｃ型（Ｃ37.9） ※1,
8587/0,Preferred,Ectopic hamartomatous thymoma,異所性過誤腫性胸腺腫 ※1,
8588/3,Preferred,Spindle epithelial tumor with thymus-like element,胸腺様成分を伴う紡錘形上皮性腫瘍,
8588/3,Synonym,SETTLE,ＳＥＴＴＬＥ ※1,
8588/3,Synonym,Spindle epithelial tumor with thymus-like differentiation,,
8589/3,Preferred,Intrathyroid thymic carcinoma,甲状腺内胸腺癌,
8589/3,Synonym,Carcinoma showing thymus-like element,胸腺様成分を示す癌腫 ※1,
8589/3,Synonym,Carcinoma showing thymus-like differentiation,,
8589/3,Synonym,CASTLE,CAＳＴＬＥ ※1,
859-867,2,Specialized gonadal neoplasms,特殊な性器新生物,
8590/0,Preferred,"Sex cord-stromal tumor, benign",,
8590/0,Related,Signet-ring stromal tumor,,
8590/0,Related,Microcystic stromal tumor,,
8590/1,Preferred,"Sex cord-gonadal stromal tumor, NOS",性索・性腺間質腫瘍，ＮＯＳ,
8590/1,Synonym,"Gonadal stromal tumor, NOS",性腺間質腫瘍，ＮＯＳ,
8590/1,Synonym,"Sex cord tumor, NOS",性索腫瘍，ＮＯＳ,
8590/1,Synonym,"Sex cord-stromal tumor, NOS",性索間質性腫瘍，NOS,
8590/1,Synonym,Ovarian stromal tumor,卵巣間質腫瘍（Ｃ56.9）,
8590/1,Synonym,Testicular stromal tumor,精巣間質腫瘍（Ｃ62._）,
8590/1,Related,Uterine tumor resembling ovarian sex cord tumor,,
8591/1,Preferred,"Sex cord-gonadal stromal tumor, incompletely differentiated",性索・性腺間質腫瘍，不全分化型,
8591/1,Related,"Sex cord-stromal tumor, unclassified",,
8592/1,Preferred,"Sex cord-gonadal stromal tumor, mixed forms",性索・性腺間質腫瘍，混合型 ※1,
8592/1,Synonym,"Sex cord-gonadal stromal tumor, mixed",,
8593/1,Preferred,Stromal tumor with minor sex cord elements,微少な性索成分を伴う間質腫瘍※1,
8594/1,Preferred,"Mixed germ cell-sex cord-stromal tumor, NOS",混合型胚細胞・性索間質性腫瘍，NOS,
8594/1,Related,"Mixed germ cell-sex cord-stromal tumor, unclassified",分類不能な混合型胚細胞・性索間質性腫瘍,
8600/0,Preferred,"Thecoma, NOS",莢膜細胞腫，ＮＯＳ（Ｃ56.9）,
8600/0,Synonym,Theca cell tumor,莢膜細胞腫瘍（Ｃ56.9）,
8600/3,Preferred,"Thecoma, malignant",莢膜細胞腫，悪性（Ｃ56.9）,
8601/0,Preferred,"Thecoma, luteinized",莢膜細胞腫，黄体化（Ｃ56.9）,
8602/0,Preferred,Sclerosing stromal tumor,硬化性間質腫瘍（Ｃ56.9）,
8610/0,Preferred,"Luteoma, NOS",黄体腫，ＮＯＳ（Ｃ56.9）,
8610/0,Synonym,Luteinoma,黄体腫（Ｃ56.9）,
8620/1,Preferred,Adult granulosa cell tumor of testis,成人型顆粒膜細胞腫（精巣）（C62._）,
8620/1,Synonym,"Granulosa cell tumor of testis, NOS",,
8620/3,Preferred,Adult granulosa cell tumor of ovary,成人型顆粒膜細胞腫（卵巣）（C56.9）,
8620/3,Related,"Granulosa cell tumor, adult type",顆粒膜細胞腫，成人型 （C56.9）,
8620/3,Related,Granulosa cell carcinoma,顆粒膜細胞癌（Ｃ56.9）,1
8620/3,Related,"Granulosa cell tumor, sarcomatoid",顆粒膜細胞腫瘍，肉腫様（Ｃ56.9）,
8621/1,Preferred,Granulosa cell-theca cell tumor,顆粒膜・莢膜細胞腫瘍（Ｃ56.9）,
8621/1,Synonym,Theca cell-granulosa cell tumor,莢膜・顆粒膜細胞腫瘍（Ｃ56.9）,
8622/0,Preferred,"Granulosa cell tumor of testis, juvenile",,
8622/1,Preferred,"Granulosa cell tumor, juvenile",顆粒膜細胞腫，若年型（Ｃ56.9）,
8623/1,Preferred,Sex cord tumor with annular tubules,輪状細管を伴う性索腫瘍（Ｃ56.9）,
8630/0,Preferred,"Androblastoma, benign",アンドロブラストーマ，良性,1
8630/0,Synonym,"Arrhenoblastoma, benign",アレノブラストーマ，良性,1
8630/1,Preferred,"Androblastoma, NOS",アンドロブラストーマ，ＮＯＳ,1
8630/1,Synonym,"Arrhenoblastoma, NOS",アレノブラストーマ，ＮＯＳ,1
8630/3,Preferred,"Androblastoma, malignant",アンドロブラストーマ，悪性,1
8630/3,Synonym,"Arrhenoblastoma, malignant",アレノブラストーマ，悪性,1
8631/0,Preferred,"Sertoli-Leydig cell tumor, well differentiated",セルトリ・ライディッヒ細胞腫瘍，高分化型 ※2,
8631/1,Preferred,"Sertoli-Leydig cell tumor of intermediate differentiation, NOS",,
8631/1,Synonym,"Sertoli-Leydig cell tumor, moderately differentiated",,
8631/1,Related,"Sertoli-Leydig cell tumor, NOS",セルトリ・ライディッヒ細胞腫瘍，ＮＯＳ,
8631/3,Preferred,"Sertoli-Leydig cell tumor, poorly differentiated",セルトリ・ライディッヒ細胞腫瘍，低分化型 ※2,
8631/3,Related,"Sertoli-Leydig cell tumor, sarcomatoid",セルトリ・ライディッヒ細胞腫瘍，肉腫様,
8632/1,Preferred,Gynandroblastoma,ギナンドロブラストーマ（Ｃ56.9）,
8633/1,Preferred,"Sertoli-Leydig cell tumor, retiform",セルトリ・ライディッヒ細胞腫瘍，網様,
8634/1,Preferred,"Sertoli-Leydig cell tumor, intermediate differentiation, with heterologous elements",異所性成分を伴うセルトリ・ライディッヒ細胞腫瘍，中分化型 ※1,
8634/1,Synonym,"Sertoli-Leydig cell tumor, moderately differentiated, with heterologous elements",,
8634/1,Related,"Sertoli-Leydig cell tumor, retiform, with heterologous elements",異所性成分を伴うセルトリ・ライディッヒ細胞腫瘍，網様型 ※1,
8634/3,Preferred,"Sertoli-Leydig cell tumor, poorly differentiated, with heterologous elements",異所性成分を伴うセルトリ・ライディッヒ細房腫瘍，低分化型 ※1,
8640/1,Preferred,"Sertoli cell tumor, NOS",セルトリ細胞腫瘍，ＮＯＳ ※6,
8640/1,Synonym,"Tubular androblastoma, NOS",管状アンドロブラストーマ，ＮＯＳ,
8640/1,Synonym,Pick tubular adenoma,ピック管状腺腫 ※6,
8640/1,Synonym,Sertoli cell adenoma,セルトリ細胞腺腫 ※6,
8640/1,Synonym,Testicular adenoma,精巣腺腫 ※6,
8640/3,Preferred,Sertoli cell carcinoma,セルトリ細胞癌（Ｃ62._）,
8641/0,Preferred,Sertoli cell tumor with lipid storage,脂質蓄積を伴うセルトリ細胞腫瘍（Ｃ56.9）,
8641/0,Synonym,Folliculome lipidique,フォリクローム・リピディーク（Ｃ56.9）,
8641/0,Synonym,Lipid-rich Sertoli cell tumor,高脂質性セルトリ細胞腫瘍（Ｃ56.9）,
8641/0,Synonym,Tubular androblastoma with lipid storage,脂質蓄積を伴う管状アンドロブラストーマ（Ｃ56.9）,
8642/1,Preferred,Large cell calcifying Sertoli cell tumor,大細胞石灰化セルトリ細胞腫瘍 ※1,
8643/1,Preferred,Intratubular large cell hyalinizing Sertoli cell neoplasia,精細管内大細胞性硝子化セルトリ細胞腫,
8650/0,Preferred,"Leydig cell tumor of ovary, NOS",,
8650/1,Preferred,"Leydig cell tumor of testis, NOS",,
8650/1,Synonym,"Interstitial cell tumor, NOS",間質細胞腫瘍，ＮＯＳ,
8650/3,Preferred,"Leydig cell tumor, malignant",ライディッヒ細胞腫瘍，悪性（Ｃ62._）,
8650/3,Synonym,"Interstitial cell tumor, malignant",間質細胞腫瘍，悪性,
8660/0,Preferred,Hilus cell tumor,門細胞腫瘍（Ｃ56.9）,
8660/0,Synonym,Hilar cell tumor,,
8670/0,Preferred,Lipid cell tumor of ovary,卵巣脂質細胞腫瘍（Ｃ56.9）,
8670/0,Synonym,"Steroid cell tumor, NOS",ステロイド細胞腫瘍，ＮＯＳ ※2,
8670/0,Synonym,Lipoid cell tumor of ovary,卵巣リポイド細胞腫瘍（Ｃ56.9）,
8670/0,Related,Masculinovoblastoma,男性化卵巣芽腫（Ｃ56.9）,
8670/3,Preferred,"Steroid cell tumor, malignant",ステロイド細胞腫瘍，悪性 ※2,
8671/0,Preferred,Adrenal rest tumor,副腎遺残腫瘍,
868-871,2,Paragangliomas and glomus tumors,傍神経節腫及びグロムス腫瘍,
8680/3,Preferred,"Paraganglioma, NOS",傍神経節腫，ＮＯＳ,
8681/3,Preferred,Sympathetic paraganglioma,交感神経傍神経節腫,
8682/3,Preferred,Parasympathetic paraganglioma,副交感神経傍神経節腫,
8683/0,Preferred,Gangliocytic paraganglioma,神経節細胞傍神経節腫（Ｃ17.0）,
8690/3,Preferred,Middle ear paraganglioma,中耳傍神経節腫　／中耳パラガングリオーマ,
8690/3,Synonym,"Glomus jugulare tumor, NOS",頸静脈グロムス腫瘍，NOS／頸静脈球腫瘍，NOS,
8690/3,Synonym,Jugular paraganglioma,頸静脈傍神経節腫／頸静脈パラガングリオーマ,
8690/3,Synonym,Jugulotympanic paraganglioma,副交感神経性傍神経節腫／頸静脈鼓室傍神経節腫／頸静脈鼓室パラガングリオーマ,
8691/3,Preferred,Aortic body tumor,大動脈小体腫瘍,
8691/3,Synonym,Aortic body paraganglioma,大動脈小体傍神経節腫／大動脈小体パラガングリオーマ,
8691/3,Synonym,Aorticopulmonary paraganglioma,大動脈肺性傍神経節腫／大動脈肺性パラガングリオーマ／頸動脈小体パラガングリオーマ,
8692/3,Preferred,Carotid body paraganglioma,頸動脈小体傍神経節腫　／頸動脈小体パラガングリオーマ,
8692/3,Synonym,Carotid body tumor,頸動脈小体腫瘍,
8693/3,Preferred,"Extra-adrenal paraganglioma, NOS",副腎外傍神経節腫，NOS／副腎外パラガングリオーマNOS,
8693/3,Related,"Nonchromaffin paraganglioma, NOS",非クロム親和性傍神経節腫，NOS／非クロム親和性パラガングリオーマNOS,
8693/3,Related,Laryngeal paraganglioma,喉頭傍神経節腫／喉頭パラガングリオーマ,
8693/3,Related,Vagal paraganglioma,迷走神経傍神経節腫／迷走神経パラガングリオーマ,
8693/3,Related,Chemodectoma,ケモデクトーマ,1
8693/3,Related,Composite paraganglioma,複合傍神経節腫／複合パラガングリオーマ,
8700/3,Preferred,"Pheochromocytoma, NOS",褐色細胞腫，NOS,
8700/3,Synonym,Adrenal medullary paraganglioma,副腎髄質傍神経節腫，悪性（Ｃ74.1）,
8700/3,Synonym,Chromaffin paraganglioma,クロム親和性傍神経節腫,
8700/3,Synonym,Chromaffin tumor,クロム親和性腫瘍,
8700/3,Synonym,Chromaffinoma,クロム親和性腫瘍／クロム親和細胞腫／（褐色細胞腫）cf．Pheochromocytoma,
8700/3,Related,Composite pheochromocytoma,,
8700/3,Synonym,Pheochromoblastoma,褐色芽腫（Ｃ74.1）,
8710/3,Preferred,Glomangiosarcoma,グロムス血管肉腫,
8710/3,Synonym,Glomoid sarcoma,グロムス肉腫,
8711/0,Preferred,"Glomus tumor, NOS",グロムス腫瘍，ＮＯＳ,
8711/1,Preferred,Glomangiomatosis,,
8711/1,Related,Glomus tumor of uncertain malignant potential,,
8711/3,Preferred,"Glomus tumor, malignant",グロムス腫瘍，悪性 ※2,
8712/0,Preferred,Glomangioma,グロムス血管腫,
8713/0,Preferred,Glomangiomyoma,グロムス血管筋腫,
8714/0,Preferred,"Perivascular epithelioid tumor, benign",血管周囲類上皮細胞腫，良性,
8714/0,Synonym,"PEComa, benign",血管周囲類上皮細胞腫，良性,
8714/3,Preferred,"Perivascular epithelioid tumor, malignant",血管周囲類上皮細胞腫，悪性,
8714/3,Synonym,"PEComa, malignant",血管周囲類上皮細胞腫，悪性,
872-879,2,Nevi and melanomas,母斑及び黒色腫,
8720/0,Preferred,"Pigmented nevus, NOS",色素性母斑，ＮＯＳ（Ｃ44._）,
8720/0,Synonym,"Nevus, NOS",母斑，ＮＯＳ（Ｃ44._）,
8720/0,Synonym,"Melanocytic nevus, NOS",,
8720/0,Related,Hairy nevus,有毛母斑（Ｃ44._）,
8720/0,Related,Nevus spilus,扁平母斑,
8720/0,Related,Meyerson nevus,マイヤーソン母斑,
